,feature,value,target,sample_size,kl_divergence,mae,num_samples
56,available_vehicles,zero,primary_mode,229,0.5445180296810012,0.09981285090455397,0
57,available_vehicles,zero,duration_minutes,229,0.5278592081749334,0.033835428342438224,0
58,education,k_12,primary_mode,101,0.05851712618641083,0.023762376237623766,0
59,education,k_12,duration_minutes,101,0.49141223093472897,0.046514851485148515,0
60,education,bachelors_degree,primary_mode,262,0.45497519883141735,0.07524536532170122,0
61,education,bachelors_degree,duration_minutes,262,0.5380219887730311,0.05788804071246819,0
62,education,advanced_degree,primary_mode,353,0.7161632397744063,0.10623229461756374,0
63,education,advanced_degree,duration_minutes,353,0.29872264277328275,0.05099150141643061,0
64,education,some_college,primary_mode,194,0.2582697016044125,0.03829160530191459,0
65,education,some_college,duration_minutes,194,0.4161270018767019,0.035484167893961714,0
66,education,high_school,primary_mode,74,0.516876183714072,0.0990990990990991,0
67,education,high_school,duration_minutes,74,0.585031479837434,0.05067567567567568,0
68,trip_purpose,eat,primary_mode,95,0.3169706266069826,0.06315789473684211,0
69,trip_purpose,eat,duration_minutes,95,0.34040020399920023,0.05526315789473685,0
70,trip_purpose,work,primary_mode,126,0.23412738917844678,0.07709750566893425,0
71,trip_purpose,work,duration_minutes,126,0.43433430375762616,0.09206349206349207,0
72,trip_purpose,home,primary_mode,426,0.24714858432313708,0.0710932260228035,0
73,trip_purpose,home,duration_minutes,426,0.3347435335015752,0.03118817728171968,0
74,trip_purpose,school,primary_mode,79,0.44814273873301624,0.042194092827004225,0
75,trip_purpose,school,duration_minutes,79,0.16591622406527362,0.08860759493670885,0
76,trip_purpose,shop,primary_mode,164,0.8490030857402113,0.1132404181184669,0
77,trip_purpose,shop,duration_minutes,164,0.4508936297082907,0.04278364161650112,0
78,trip_purpose,social,primary_mode,52,1.7879855285943052,0.09890109890109891,0
79,trip_purpose,social,duration_minutes,52,0.41818580675768596,0.15384615384615385,0
80,trip_purpose,recreation,primary_mode,35,0.411255705298767,0.11428571428571428,0
81,trip_purpose,recreation,duration_minutes,35,1.2846907164094685,0.07619047619047621,0
82,start_time,14,primary_mode,63,0.8153853778423422,0.08616780045351476,0
83,start_time,14,duration_minutes,63,0.44272033042863923,0.05696364567332308,0
84,start_time,12,primary_mode,56,1.6303173612997557,0.06632653061224489,0
85,start_time,12,duration_minutes,56,1.5819114790287314,0.08163265306122448,0
86,start_time,22,primary_mode,20,0.37392120227212144,0.13333333333333333,0
87,start_time,22,duration_minutes,20,0.09500752335521717,0.13333333333333333,0
88,start_time,19,primary_mode,69,0.3194112083429947,0.11594202898550725,0
89,start_time,19,duration_minutes,69,0.5719127462260372,0.07608695652173914,0
90,start_time,18,primary_mode,62,0.17563227141182525,0.08602150537634408,0
91,start_time,18,duration_minutes,62,0.423546676742226,0.04964304600740349,0
92,start_time,8,primary_mode,81,0.27080504116480614,0.04585537918871252,0
93,start_time,8,duration_minutes,81,1.2839664026116508,0.07407407407407408,0
94,start_time,11,primary_mode,50,0.3026266683302086,0.10666666666666669,0
95,start_time,11,duration_minutes,50,0.6188410586507718,0.12,0
96,start_time,15,primary_mode,87,0.12583713819342002,0.06896551724137931,0
97,start_time,15,duration_minutes,87,0.6091304564632893,0.06609195402298851,0
98,start_time,6,primary_mode,31,1.1291205538579998,0.11059907834101382,0
99,start_time,6,duration_minutes,31,0.8299211461614371,0.1290322580645161,0
100,start_time,20,primary_mode,58,0.6090073956548115,0.10344827586206898,0
101,start_time,20,duration_minutes,58,0.5279242400489664,0.08045977011494253,0
102,start_time,13,primary_mode,68,0.277052536833967,0.09803921568627451,0
103,start_time,13,duration_minutes,68,0.49589045062826,0.0980392156862745,0
104,start_time,21,primary_mode,28,0.27905541200508127,0.09523809523809523,0
105,start_time,21,duration_minutes,28,0.2185572652268202,0.14285714285714288,0
106,start_time,9,primary_mode,65,0.46943301674166105,0.05769230769230769,0
107,start_time,9,duration_minutes,65,0.11747892312357072,0.03205128205128205,0
108,start_time,17,primary_mode,68,0.3290950125402321,0.10294117647058824,0
109,start_time,17,duration_minutes,68,0.4963061333967561,0.0980392156862745,0
110,start_time,16,primary_mode,74,0.26172052343321517,0.10810810810810811,0
111,start_time,16,duration_minutes,74,0.8629040965565111,0.07207207207207207,0
112,start_time,10,primary_mode,32,1.9646986005300529,0.13392857142857142,0
113,start_time,10,duration_minutes,32,0.22732088985572346,0.140625,0
114,start_time,7,primary_mode,67,0.4601845214064766,0.07249466950959486,0
115,start_time,7,duration_minutes,67,0.4672609730616288,0.09950248756218909,0
